Date,Focal Name,Unified Behavior,Percentage,Sex,Social Group
2024-03,Bongo,Affiliative,2.98,Male,Mutamba
2024-03,Bongo,Alimentation,31.03,Male,Mutamba
2024-03,Bongo,Grooming,13.95,Male,Mutamba
2024-03,Bongo,Human Interaction,0.94,Male,Mutamba
2024-03,Bongo,Inactivity,39.97,Male,Mutamba
2024-03,Bongo,Interaction other group,0.47,Male,Mutamba
2024-03,Bongo,Locomotion,6.43,Male,Mutamba
2024-03,Bongo,Manipulation,0.16,Male,Mutamba
2024-03,Bongo,Self directed,3.45,Male,Mutamba
2024-03,Bongo,Socio Sexual,0.47,Male,Mutamba
2024-03,Caline,Abnormal,0.65,Female,Sugus
2024-03,Caline,Affiliative,0.87,Female,Sugus
2024-03,Caline,Agonistic,0.43,Female,Sugus
2024-03,Caline,Alimentation,16.3,Female,Sugus
2024-03,Caline,Grooming,4.35,Female,Sugus
2024-03,Caline,Human Interaction,2.17,Female,Sugus
2024-03,Caline,Inactivity,66.09,Female,Sugus
2024-03,Caline,Locomotion,6.3,Female,Sugus
2024-03,Caline,Manipulation,1.09,Female,Sugus
2024-03,Caline,Self directed,1.52,Female,Sugus
2024-03,Caline,Solitary Play,0.22,Female,Sugus
2024-03,Cheeta,Abnormal,0.47,Female,Bilinga
2024-03,Cheeta,Affiliative,0.94,Female,Bilinga
2024-03,Cheeta,Alimentation,50.12,Female,Bilinga
2024-03,Cheeta,Grooming,2.24,Female,Bilinga
2024-03,Cheeta,Human Interaction,1.18,Female,Bilinga
2024-03,Cheeta,Inactivity,32.71,Female,Bilinga
2024-03,Cheeta,Locomotion,7.18,Female,Bilinga
2024-03,Cheeta,Manipulation,1.29,Female,Bilinga
2024-03,Cheeta,Self directed,3.65,Female,Bilinga
2024-03,Cheeta,Solitary Play,0.24,Female,Bilinga
2024-03,Coco,Abnormal,28.03,Female,Bilinga
2024-03,Coco,Affiliative,1.81,Female,Bilinga
2024-03,Coco,Alimentation,33.82,Female,Bilinga
2024-03,Coco,Grooming,8.14,Female,Bilinga
2024-03,Coco,Human Interaction,0.36,Female,Bilinga
2024-03,Coco,Inactivity,9.95,Female,Bilinga
2024-03,Coco,Locomotion,8.5,Female,Bilinga
2024-03,Coco,Manipulation,4.88,Female,Bilinga
2024-03,Coco,Self directed,4.34,Female,Bilinga
2024-03,Coco,Solitary Play,0.18,Female,Bilinga
2024-03,Hugo,Abnormal,4.37,Male,Sugus
2024-03,Hugo,Affiliative,0.46,Male,Sugus
2024-03,Hugo,Agonistic,0.92,Male,Sugus
2024-03,Hugo,Alimentation,25.52,Male,Sugus
2024-03,Hugo,Grooming,9.43,Male,Sugus
2024-03,Hugo,Inactivity,36.55,Male,Sugus
2024-03,Hugo,Locomotion,4.14,Male,Sugus
2024-03,Hugo,Manipulation,7.82,Male,Sugus
2024-03,Hugo,Self directed,10.57,Male,Sugus
2024-03,Hugo,Solitary Play,0.23,Male,Sugus
2024-03,Juanito,Abnormal,3.38,Male,Mutamba
2024-03,Juanito,Affiliative,3.38,Male,Mutamba
2024-03,Juanito,Alimentation,35.37,Male,Mutamba
2024-03,Juanito,Grooming,33.44,Male,Mutamba
2024-03,Juanito,Inactivity,17.52,Male,Mutamba
2024-03,Juanito,Locomotion,2.89,Male,Mutamba
2024-03,Juanito,Manipulation,1.13,Male,Mutamba
2024-03,Juanito,Self directed,2.09,Male,Mutamba
2024-03,Juanito,Socio Sexual,0.8,Male,Mutamba
2024-03,Marco,Affiliative,2.56,Male,Mutamba
2024-03,Marco,Alimentation,58.4,Male,Mutamba
2024-03,Marco,Grooming,10.88,Male,Mutamba
2024-03,Marco,Human Interaction,0.16,Male,Mutamba
2024-03,Marco,Inactivity,19.52,Male,Mutamba
2024-03,Marco,Locomotion,5.76,Male,Mutamba
2024-03,Marco,Self directed,2.72,Male,Mutamba
2024-03,Mayumba,Abnormal,2.22,Female,Sugus
2024-03,Mayumba,Affiliative,0.89,Female,Sugus
2024-03,Mayumba,Alimentation,27.56,Female,Sugus
2024-03,Mayumba,Grooming,11.78,Female,Sugus
2024-03,Mayumba,Inactivity,23.56,Female,Sugus
2024-03,Mayumba,Locomotion,8.0,Female,Sugus
2024-03,Mayumba,Manipulation,4.22,Female,Sugus
2024-03,Mayumba,Self directed,21.33,Female,Sugus
2024-03,Mayumba,Solitary Play,0.44,Female,Sugus
2024-03,Nico,Affiliative,0.67,Male,Bilinga
2024-03,Nico,Alimentation,31.13,Male,Bilinga
2024-03,Nico,Grooming,2.56,Male,Bilinga
2024-03,Nico,Human Interaction,6.74,Male,Bilinga
2024-03,Nico,Inactivity,41.11,Male,Bilinga
2024-03,Nico,Interaction other group,0.27,Male,Bilinga
2024-03,Nico,Locomotion,12.67,Male,Bilinga
2024-03,Nico,Manipulation,0.81,Male,Bilinga
2024-03,Nico,Self directed,4.04,Male,Bilinga
2024-03,Suzie,Abnormal,17.92,Female,Sugus
2024-03,Suzie,Affiliative,0.24,Female,Sugus
2024-03,Suzie,Agonistic,0.47,Female,Sugus
2024-03,Suzie,Alimentation,33.49,Female,Sugus
2024-03,Suzie,Grooming,0.47,Female,Sugus
2024-03,Suzie,Inactivity,31.6,Female,Sugus
2024-03,Suzie,Locomotion,1.42,Female,Sugus
2024-03,Suzie,Manipulation,1.89,Female,Sugus
2024-03,Suzie,Self directed,12.5,Female,Sugus
2024-03,Tom,Affiliative,0.23,Male,Bilinga
2024-03,Tom,Agonistic,0.23,Male,Bilinga
2024-03,Tom,Alimentation,30.53,Male,Bilinga
2024-03,Tom,Grooming,0.82,Male,Bilinga
2024-03,Tom,Human Interaction,6.9,Male,Bilinga
2024-03,Tom,Inactivity,39.06,Male,Bilinga
2024-03,Tom,Locomotion,9.94,Male,Bilinga
2024-03,Tom,Manipulation,1.17,Male,Bilinga
2024-03,Tom,Self directed,11.11,Male,Bilinga
2024-03,Victor,Abnormal,7.0,Male,Bilinga
2024-03,Victor,Affiliative,0.08,Male,Bilinga
2024-03,Victor,Alimentation,38.16,Male,Bilinga
2024-03,Victor,Inactivity,40.76,Male,Bilinga
2024-03,Victor,Locomotion,5.45,Male,Bilinga
2024-03,Victor,Manipulation,3.91,Male,Bilinga
2024-03,Victor,Self directed,4.56,Male,Bilinga
2024-03,Victor,Solitary Play,0.08,Male,Bilinga
2024-03,Waty,Abnormal,1.8,Female,Mutamba
2024-03,Waty,Affiliative,2.32,Female,Mutamba
2024-03,Waty,Alimentation,33.76,Female,Mutamba
2024-03,Waty,Grooming,40.46,Female,Mutamba
2024-03,Waty,Inactivity,12.63,Female,Mutamba
2024-03,Waty,Locomotion,6.19,Female,Mutamba
2024-03,Waty,Self directed,2.06,Female,Mutamba
2024-03,Waty,Socio Sexual,0.77,Female,Mutamba
2024-04,Africa,Abnormal,2.38,Female,Mutamba
2024-04,Africa,Affiliative,1.73,Female,Mutamba
2024-04,Africa,Agonistic,0.11,Female,Mutamba
2024-04,Africa,Alimentation,28.28,Female,Mutamba
2024-04,Africa,Grooming,6.61,Female,Mutamba
2024-04,Africa,Human Interaction,0.98,Female,Mutamba
2024-04,Africa,Inactivity,50.81,Female,Mutamba
2024-04,Africa,Locomotion,2.93,Female,Mutamba
2024-04,Africa,Manipulation,1.52,Female,Mutamba
2024-04,Africa,Self directed,3.68,Female,Mutamba
2024-04,Africa,Socio Sexual,0.98,Female,Mutamba
2024-04,Bongo,Affiliative,3.02,Male,Mutamba
2024-04,Bongo,Agonistic,0.3,Male,Mutamba
2024-04,Bongo,Alimentation,42.9,Male,Mutamba
2024-04,Bongo,Grooming,7.7,Male,Mutamba
2024-04,Bongo,Human Interaction,1.36,Male,Mutamba
2024-04,Bongo,Inactivity,32.78,Male,Mutamba
2024-04,Bongo,Interaction other group,0.6,Male,Mutamba
2024-04,Bongo,Locomotion,8.61,Male,Mutamba
2024-04,Bongo,Manipulation,0.15,Male,Mutamba
2024-04,Bongo,Self directed,1.81,Male,Mutamba
2024-04,Bongo,Socio Sexual,0.76,Male,Mutamba
2024-04,Caline,Affiliative,2.38,Female,Sugus
2024-04,Caline,Alimentation,18.57,Female,Sugus
2024-04,Caline,Grooming,4.29,Female,Sugus
2024-04,Caline,Human Interaction,1.43,Female,Sugus
2024-04,Caline,Inactivity,54.29,Female,Sugus
2024-04,Caline,Locomotion,12.86,Female,Sugus
2024-04,Caline,Manipulation,1.9,Female,Sugus
2024-04,Caline,Self directed,3.81,Female,Sugus
2024-04,Caline,Socio Sexual,0.48,Female,Sugus
2024-04,Cheeta,Abnormal,5.15,Female,Bilinga
2024-04,Cheeta,Affiliative,0.92,Female,Bilinga
2024-04,Cheeta,Alimentation,43.14,Female,Bilinga
2024-04,Cheeta,Grooming,2.37,Female,Bilinga
2024-04,Cheeta,Human Interaction,0.92,Female,Bilinga
2024-04,Cheeta,Inactivity,39.58,Female,Bilinga
2024-04,Cheeta,Locomotion,4.62,Female,Bilinga
2024-04,Cheeta,Manipulation,0.92,Female,Bilinga
2024-04,Cheeta,Self directed,2.37,Female,Bilinga
2024-04,Coco,Abnormal,17.24,Female,Bilinga
2024-04,Coco,Affiliative,0.73,Female,Bilinga
2024-04,Coco,Agonistic,0.18,Female,Bilinga
2024-04,Coco,Alimentation,44.28,Female,Bilinga
2024-04,Coco,Grooming,8.35,Female,Bilinga
2024-04,Coco,Human Interaction,1.81,Female,Bilinga
2024-04,Coco,Inactivity,15.25,Female,Bilinga
2024-04,Coco,Locomotion,7.62,Female,Bilinga
2024-04,Coco,Manipulation,2.72,Female,Bilinga
2024-04,Coco,Self directed,1.81,Female,Bilinga
2024-04,Hugo,Affiliative,0.85,Male,Sugus
2024-04,Hugo,Agonistic,1.28,Male,Sugus
2024-04,Hugo,Alimentation,31.06,Male,Sugus
2024-04,Hugo,Human Interaction,1.28,Male,Sugus
2024-04,Hugo,Inactivity,40.85,Male,Sugus
2024-04,Hugo,Interaction other group,0.85,Male,Sugus
2024-04,Hugo,Locomotion,18.72,Male,Sugus
2024-04,Hugo,Manipulation,1.28,Male,Sugus
2024-04,Hugo,Self directed,3.83,Male,Sugus
2024-04,Juanito,Abnormal,3.89,Male,Mutamba
2024-04,Juanito,Affiliative,2.74,Male,Mutamba
2024-04,Juanito,Alimentation,43.95,Male,Mutamba
2024-04,Juanito,Grooming,21.18,Male,Mutamba
2024-04,Juanito,Human Interaction,0.72,Male,Mutamba
2024-04,Juanito,Inactivity,19.45,Male,Mutamba
2024-04,Juanito,Interaction other group,0.29,Male,Mutamba
2024-04,Juanito,Locomotion,3.03,Male,Mutamba
2024-04,Juanito,Manipulation,0.86,Male,Mutamba
2024-04,Juanito,Self directed,2.88,Male,Mutamba
2024-04,Juanito,Socio Sexual,1.01,Male,Mutamba
2024-04,Marco,Abnormal,0.44,Male,Mutamba
2024-04,Marco,Affiliative,3.2,Male,Mutamba
2024-04,Marco,Alimentation,61.05,Male,Mutamba
2024-04,Marco,Grooming,10.17,Male,Mutamba
2024-04,Marco,Inactivity,17.15,Male,Mutamba
2024-04,Marco,Interaction other group,0.29,Male,Mutamba
2024-04,Marco,Locomotion,4.36,Male,Mutamba
2024-04,Marco,Manipulation,0.44,Male,Mutamba
2024-04,Marco,Self directed,2.91,Male,Mutamba
2024-04,Mayumba,Abnormal,0.82,Female,Sugus
2024-04,Mayumba,Affiliative,3.27,Female,Sugus
2024-04,Mayumba,Agonistic,0.41,Female,Sugus
2024-04,Mayumba,Alimentation,28.57,Female,Sugus
2024-04,Mayumba,Grooming,3.67,Female,Sugus
2024-04,Mayumba,Inactivity,37.55,Female,Sugus
2024-04,Mayumba,Locomotion,11.02,Female,Sugus
2024-04,Mayumba,Manipulation,2.45,Female,Sugus
2024-04,Mayumba,Self directed,11.84,Female,Sugus
2024-04,Mayumba,Socio Sexual,0.41,Female,Sugus
2024-04,Nico,Alimentation,36.12,Male,Bilinga
2024-04,Nico,Grooming,1.87,Male,Bilinga
2024-04,Nico,Human Interaction,6.04,Male,Bilinga
2024-04,Nico,Inactivity,44.89,Male,Bilinga
2024-04,Nico,Interaction other group,0.72,Male,Bilinga
2024-04,Nico,Locomotion,5.76,Male,Bilinga
2024-04,Nico,Manipulation,2.45,Male,Bilinga
2024-04,Nico,Self directed,2.16,Male,Bilinga
2024-04,Suzie,Abnormal,1.46,Female,Sugus
2024-04,Suzie,Affiliative,1.94,Female,Sugus
2024-04,Suzie,Alimentation,50.97,Female,Sugus
2024-04,Suzie,Inactivity,34.47,Female,Sugus
2024-04,Suzie,Locomotion,7.28,Female,Sugus
2024-04,Suzie,Manipulation,0.49,Female,Sugus
2024-04,Suzie,Self directed,3.4,Female,Sugus
2024-04,Tom,Abnormal,0.5,Male,Bilinga
2024-04,Tom,Affiliative,0.84,Male,Bilinga
2024-04,Tom,Agonistic,0.34,Male,Bilinga
2024-04,Tom,Alimentation,26.17,Male,Bilinga
2024-04,Tom,Grooming,4.19,Male,Bilinga
2024-04,Tom,Human Interaction,5.37,Male,Bilinga
2024-04,Tom,Inactivity,46.14,Male,Bilinga
2024-04,Tom,Locomotion,4.53,Male,Bilinga
2024-04,Tom,Manipulation,1.51,Male,Bilinga
2024-04,Tom,Self directed,10.4,Male,Bilinga
2024-04,Victor,Abnormal,9.27,Male,Bilinga
2024-04,Victor,Affiliative,0.48,Male,Bilinga
2024-04,Victor,Alimentation,46.45,Male,Bilinga
2024-04,Victor,Grooming,1.08,Male,Bilinga
2024-04,Victor,Inactivity,27.32,Male,Bilinga
2024-04,Victor,Interaction other group,0.24,Male,Bilinga
2024-04,Victor,Locomotion,6.5,Male,Bilinga
2024-04,Victor,Manipulation,5.29,Male,Bilinga
2024-04,Victor,Self directed,3.37,Male,Bilinga
2024-04,Waty,Abnormal,1.29,Female,Mutamba
2024-04,Waty,Affiliative,1.72,Female,Mutamba
2024-04,Waty,Alimentation,35.62,Female,Mutamba
2024-04,Waty,Grooming,22.32,Female,Mutamba
2024-04,Waty,Human Interaction,2.58,Female,Mutamba
2024-04,Waty,Inactivity,23.39,Female,Mutamba
2024-04,Waty,Interaction other group,0.21,Female,Mutamba
2024-04,Waty,Locomotion,6.22,Female,Mutamba
2024-04,Waty,Manipulation,2.15,Female,Mutamba
2024-04,Waty,Self directed,3.22,Female,Mutamba
2024-04,Waty,Socio Sexual,0.43,Female,Mutamba
2024-04,Waty,Solitary Play,0.86,Female,Mutamba
2024-05,Africa,Abnormal,1.38,Female,Mutamba
2024-05,Africa,Affiliative,2.61,Female,Mutamba
2024-05,Africa,Alimentation,30.88,Female,Mutamba
2024-05,Africa,Grooming,7.91,Female,Mutamba
2024-05,Africa,Human Interaction,0.08,Female,Mutamba
2024-05,Africa,Inactivity,48.62,Female,Mutamba
2024-05,Africa,Locomotion,3.3,Female,Mutamba
2024-05,Africa,Manipulation,0.61,Female,Mutamba
2024-05,Africa,Self directed,3.99,Female,Mutamba
2024-05,Africa,Socio Sexual,0.61,Female,Mutamba
2024-05,Bongo,Affiliative,3.56,Male,Mutamba
2024-05,Bongo,Agonistic,0.28,Male,Mutamba
2024-05,Bongo,Alimentation,27.39,Male,Mutamba
2024-05,Bongo,Grooming,7.69,Male,Mutamba
2024-05,Bongo,Human Interaction,1.78,Male,Mutamba
2024-05,Bongo,Inactivity,40.9,Male,Mutamba
2024-05,Bongo,Interaction other group,0.75,Male,Mutamba
2024-05,Bongo,Locomotion,14.73,Male,Mutamba
2024-05,Bongo,Manipulation,0.28,Male,Mutamba
2024-05,Bongo,Self directed,2.35,Male,Mutamba
2024-05,Bongo,Socio Sexual,0.28,Male,Mutamba
2024-05,Caline,Affiliative,3.7,Female,Sugus
2024-05,Caline,Agonistic,0.22,Female,Sugus
2024-05,Caline,Alimentation,11.98,Female,Sugus
2024-05,Caline,Grooming,6.32,Female,Sugus
2024-05,Caline,Human Interaction,2.4,Female,Sugus
2024-05,Caline,Inactivity,52.94,Female,Sugus
2024-05,Caline,Locomotion,17.86,Female,Sugus
2024-05,Caline,Manipulation,0.65,Female,Sugus
2024-05,Caline,Self directed,3.92,Female,Sugus
2024-05,Cheeta,Abnormal,1.9,Female,Bilinga
2024-05,Cheeta,Affiliative,0.27,Female,Bilinga
2024-05,Cheeta,Agonistic,0.36,Female,Bilinga
2024-05,Cheeta,Alimentation,35.14,Female,Bilinga
2024-05,Cheeta,Grooming,1.72,Female,Bilinga
2024-05,Cheeta,Human Interaction,2.81,Female,Bilinga
2024-05,Cheeta,Inactivity,43.75,Female,Bilinga
2024-05,Cheeta,Interaction other group,0.09,Female,Bilinga
2024-05,Cheeta,Locomotion,6.43,Female,Bilinga
2024-05,Cheeta,Manipulation,1.63,Female,Bilinga
2024-05,Cheeta,Self directed,5.34,Female,Bilinga
2024-05,Cheeta,Socio Sexual,0.54,Female,Bilinga
2024-05,Coco,Abnormal,8.02,Female,Bilinga
2024-05,Coco,Affiliative,0.72,Female,Bilinga
2024-05,Coco,Agonistic,0.24,Female,Bilinga
2024-05,Coco,Alimentation,32.22,Female,Bilinga
2024-05,Coco,Grooming,7.43,Female,Bilinga
2024-05,Coco,Human Interaction,2.28,Female,Bilinga
2024-05,Coco,Inactivity,32.22,Female,Bilinga
2024-05,Coco,Locomotion,10.18,Female,Bilinga
2024-05,Coco,Manipulation,1.2,Female,Bilinga
2024-05,Coco,Self directed,5.15,Female,Bilinga
2024-05,Coco,Socio Sexual,0.36,Female,Bilinga
2024-05,Hugo,Abnormal,0.47,Male,Sugus
2024-05,Hugo,Affiliative,4.45,Male,Sugus
2024-05,Hugo,Agonistic,0.23,Male,Sugus
2024-05,Hugo,Alimentation,20.84,Male,Sugus
2024-05,Hugo,Grooming,11.48,Male,Sugus
2024-05,Hugo,Human Interaction,0.23,Male,Sugus
2024-05,Hugo,Inactivity,37.94,Male,Sugus
2024-05,Hugo,Interaction other group,1.17,Male,Sugus
2024-05,Hugo,Locomotion,11.01,Male,Sugus
2024-05,Hugo,Manipulation,0.94,Male,Sugus
2024-05,Hugo,Self directed,9.13,Male,Sugus
2024-05,Hugo,Socio Sexual,0.7,Male,Sugus
2024-05,Hugo,Solitary Play,1.41,Male,Sugus
2024-05,Juanito,Abnormal,1.57,Male,Mutamba
2024-05,Juanito,Affiliative,4.62,Male,Mutamba
2024-05,Juanito,Agonistic,0.2,Male,Mutamba
2024-05,Juanito,Alimentation,39.98,Male,Mutamba
2024-05,Juanito,Grooming,22.59,Male,Mutamba
2024-05,Juanito,Human Interaction,0.88,Male,Mutamba
2024-05,Juanito,Inactivity,19.16,Male,Mutamba
2024-05,Juanito,Interaction other group,0.1,Male,Mutamba
2024-05,Juanito,Locomotion,5.8,Male,Mutamba
2024-05,Juanito,Manipulation,0.39,Male,Mutamba
2024-05,Juanito,Self directed,2.85,Male,Mutamba
2024-05,Juanito,Socio Sexual,1.87,Male,Mutamba
2024-05,Marco,Affiliative,5.36,Male,Mutamba
2024-05,Marco,Agonistic,0.11,Male,Mutamba
2024-05,Marco,Alimentation,45.71,Male,Mutamba
2024-05,Marco,Grooming,4.72,Male,Mutamba
2024-05,Marco,Human Interaction,0.32,Male,Mutamba
2024-05,Marco,Inactivity,25.97,Male,Mutamba
2024-05,Marco,Interaction other group,0.32,Male,Mutamba
2024-05,Marco,Locomotion,14.91,Male,Mutamba
2024-05,Marco,Manipulation,0.54,Male,Mutamba
2024-05,Marco,Self directed,2.04,Male,Mutamba
2024-05,Mayumba,Abnormal,0.21,Female,Sugus
2024-05,Mayumba,Affiliative,2.28,Female,Sugus
2024-05,Mayumba,Agonistic,0.21,Female,Sugus
2024-05,Mayumba,Alimentation,22.61,Female,Sugus
2024-05,Mayumba,Grooming,12.45,Female,Sugus
2024-05,Mayumba,Inactivity,32.37,Female,Sugus
2024-05,Mayumba,Locomotion,13.07,Female,Sugus
2024-05,Mayumba,Manipulation,0.83,Female,Sugus
2024-05,Mayumba,Self directed,14.73,Female,Sugus
2024-05,Mayumba,Socio Sexual,0.83,Female,Sugus
2024-05,Mayumba,Solitary Play,0.41,Female,Sugus
2024-05,Nico,Affiliative,0.31,Male,Bilinga
2024-05,Nico,Alimentation,30.06,Male,Bilinga
2024-05,Nico,Grooming,2.34,Male,Bilinga
2024-05,Nico,Human Interaction,4.52,Male,Bilinga
2024-05,Nico,Inactivity,47.66,Male,Bilinga
2024-05,Nico,Interaction other group,0.62,Male,Bilinga
2024-05,Nico,Locomotion,10.44,Male,Bilinga
2024-05,Nico,Manipulation,0.78,Male,Bilinga
2024-05,Nico,Self directed,3.27,Male,Bilinga
2024-05,Suzie,Abnormal,2.42,Female,Sugus
2024-05,Suzie,Affiliative,0.48,Female,Sugus
2024-05,Suzie,Agonistic,0.16,Female,Sugus
2024-05,Suzie,Alimentation,40.71,Female,Sugus
2024-05,Suzie,Grooming,1.13,Female,Sugus
2024-05,Suzie,Inactivity,40.71,Female,Sugus
2024-05,Suzie,Locomotion,4.68,Female,Sugus
2024-05,Suzie,Manipulation,0.32,Female,Sugus
2024-05,Suzie,Self directed,8.72,Female,Sugus
2024-05,Suzie,Socio Sexual,0.65,Female,Sugus
2024-05,Tom,Abnormal,0.37,Male,Bilinga
2024-05,Tom,Affiliative,0.92,Male,Bilinga
2024-05,Tom,Agonistic,0.09,Male,Bilinga
2024-05,Tom,Alimentation,25.27,Male,Bilinga
2024-05,Tom,Grooming,3.48,Male,Bilinga
2024-05,Tom,Human Interaction,2.11,Male,Bilinga
2024-05,Tom,Inactivity,49.63,Male,Bilinga
2024-05,Tom,Interaction other group,0.37,Male,Bilinga
2024-05,Tom,Locomotion,5.22,Male,Bilinga
2024-05,Tom,Manipulation,1.19,Male,Bilinga
2024-05,Tom,Self directed,10.62,Male,Bilinga
2024-05,Tom,Socio Sexual,0.64,Male,Bilinga
2024-05,Tom,Solitary Play,0.09,Male,Bilinga
2024-05,Victor,Abnormal,5.02,Male,Bilinga
2024-05,Victor,Affiliative,0.08,Male,Bilinga
2024-05,Victor,Alimentation,40.71,Male,Bilinga
2024-05,Victor,Grooming,1.64,Male,Bilinga
2024-05,Victor,Human Interaction,0.16,Male,Bilinga
2024-05,Victor,Inactivity,39.72,Male,Bilinga
2024-05,Victor,Interaction other group,0.08,Male,Bilinga
2024-05,Victor,Locomotion,6.58,Male,Bilinga
2024-05,Victor,Manipulation,2.3,Male,Bilinga
2024-05,Victor,Self directed,3.7,Male,Bilinga
2024-05,Waty,Abnormal,1.56,Female,Mutamba
2024-05,Waty,Affiliative,2.23,Female,Mutamba
2024-05,Waty,Agonistic,0.22,Female,Mutamba
2024-05,Waty,Alimentation,23.77,Female,Mutamba
2024-05,Waty,Grooming,16.41,Female,Mutamba
2024-05,Waty,Human Interaction,1.12,Female,Mutamba
2024-05,Waty,Inactivity,38.5,Female,Mutamba
2024-05,Waty,Interaction other group,0.11,Female,Mutamba
2024-05,Waty,Locomotion,9.04,Female,Mutamba
2024-05,Waty,Manipulation,1.0,Female,Mutamba
2024-05,Waty,Self directed,4.13,Female,Mutamba
2024-05,Waty,Socio Sexual,1.9,Female,Mutamba
2024-06,Africa,Abnormal,0.34,Female,Mutamba
2024-06,Africa,Affiliative,4.89,Female,Mutamba
2024-06,Africa,Alimentation,25.3,Female,Mutamba
2024-06,Africa,Grooming,15.35,Female,Mutamba
2024-06,Africa,Inactivity,45.7,Female,Mutamba
2024-06,Africa,Locomotion,3.54,Female,Mutamba
2024-06,Africa,Manipulation,0.17,Female,Mutamba
2024-06,Africa,Self directed,3.88,Female,Mutamba
2024-06,Africa,Socio Sexual,0.84,Female,Mutamba
2024-06,Bongo,Affiliative,3.02,Male,Mutamba
2024-06,Bongo,Agonistic,0.45,Male,Mutamba
2024-06,Bongo,Alimentation,21.87,Male,Mutamba
2024-06,Bongo,Grooming,9.35,Male,Mutamba
2024-06,Bongo,Human Interaction,0.9,Male,Mutamba
2024-06,Bongo,Inactivity,55.2,Male,Mutamba
2024-06,Bongo,Locomotion,7.24,Male,Mutamba
2024-06,Bongo,Manipulation,0.15,Male,Mutamba
2024-06,Bongo,Self directed,1.66,Male,Mutamba
2024-06,Bongo,Socio Sexual,0.15,Male,Mutamba
2024-06,Caline,Grooming,6.9,Female,Sugus
2024-06,Caline,Inactivity,75.86,Female,Sugus
2024-06,Caline,Locomotion,6.9,Female,Sugus
2024-06,Caline,Manipulation,3.45,Female,Sugus
2024-06,Caline,Self directed,6.9,Female,Sugus
2024-06,Cheeta,Agonistic,1.01,Female,Bilinga
2024-06,Cheeta,Alimentation,27.61,Female,Bilinga
2024-06,Cheeta,Grooming,3.37,Female,Bilinga
2024-06,Cheeta,Human Interaction,1.01,Female,Bilinga
2024-06,Cheeta,Inactivity,52.86,Female,Bilinga
2024-06,Cheeta,Locomotion,8.42,Female,Bilinga
2024-06,Cheeta,Manipulation,0.34,Female,Bilinga
2024-06,Cheeta,Self directed,5.39,Female,Bilinga
2024-06,Coco,Abnormal,6.28,Female,Bilinga
2024-06,Coco,Alimentation,28.7,Female,Bilinga
2024-06,Coco,Grooming,16.59,Female,Bilinga
2024-06,Coco,Human Interaction,0.9,Female,Bilinga
2024-06,Coco,Inactivity,36.32,Female,Bilinga
2024-06,Coco,Locomotion,5.83,Female,Bilinga
2024-06,Coco,Manipulation,0.9,Female,Bilinga
2024-06,Coco,Self directed,3.59,Female,Bilinga
2024-06,Coco,Socio Sexual,0.9,Female,Bilinga
2024-06,Hugo,Alimentation,4.35,Male,Sugus
2024-06,Hugo,Inactivity,86.96,Male,Sugus
2024-06,Hugo,Self directed,8.7,Male,Sugus
2024-06,Juanito,Abnormal,2.39,Male,Mutamba
2024-06,Juanito,Affiliative,3.35,Male,Mutamba
2024-06,Juanito,Agonistic,0.32,Male,Mutamba
2024-06,Juanito,Alimentation,30.14,Male,Mutamba
2024-06,Juanito,Grooming,21.53,Male,Mutamba
2024-06,Juanito,Inactivity,33.97,Male,Mutamba
2024-06,Juanito,Locomotion,5.42,Male,Mutamba
2024-06,Juanito,Self directed,1.44,Male,Mutamba
2024-06,Juanito,Socio Sexual,1.44,Male,Mutamba
2024-06,Marco,Affiliative,2.72,Male,Mutamba
2024-06,Marco,Agonistic,0.54,Male,Mutamba
2024-06,Marco,Alimentation,48.82,Male,Mutamba
2024-06,Marco,Grooming,4.54,Male,Mutamba
2024-06,Marco,Human Interaction,0.18,Male,Mutamba
2024-06,Marco,Inactivity,35.03,Male,Mutamba
2024-06,Marco,Locomotion,6.53,Male,Mutamba
2024-06,Marco,Self directed,1.63,Male,Mutamba
2024-06,Mayumba,Alimentation,50.0,Female,Sugus
2024-06,Mayumba,Grooming,6.67,Female,Sugus
2024-06,Mayumba,Inactivity,26.67,Female,Sugus
2024-06,Mayumba,Locomotion,3.33,Female,Sugus
2024-06,Mayumba,Self directed,13.33,Female,Sugus
2024-06,Nico,Alimentation,21.14,Male,Bilinga
2024-06,Nico,Grooming,6.1,Male,Bilinga
2024-06,Nico,Human Interaction,4.47,Male,Bilinga
2024-06,Nico,Inactivity,51.22,Male,Bilinga
2024-06,Nico,Locomotion,11.79,Male,Bilinga
2024-06,Nico,Manipulation,1.63,Male,Bilinga
2024-06,Nico,Self directed,3.66,Male,Bilinga
2024-06,Suzie,Inactivity,90.0,Female,Sugus
2024-06,Suzie,Self directed,10.0,Female,Sugus
2024-06,Tom,Agonistic,0.66,Male,Bilinga
2024-06,Tom,Alimentation,9.87,Male,Bilinga
2024-06,Tom,Grooming,5.26,Male,Bilinga
2024-06,Tom,Human Interaction,3.29,Male,Bilinga
2024-06,Tom,Inactivity,68.75,Male,Bilinga
2024-06,Tom,Locomotion,3.95,Male,Bilinga
2024-06,Tom,Self directed,7.57,Male,Bilinga
2024-06,Tom,Socio Sexual,0.66,Male,Bilinga
2024-06,Victor,Abnormal,0.37,Male,Bilinga
2024-06,Victor,Agonistic,0.37,Male,Bilinga
